"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009739","GO:0009739","response to gibberellin","63/3294","166/20876",3.21039808257739e-12,7.00491026073483e-11,5.04088821738029e-11,"GASA6/GASA1/MERI-5/NA/CIR1/ATMYBL2/NA/AT-EXP1/ATBT4/AtCCA1/SNRK2-2/AtPDCB1/XERICO/GASA3/AIP1/BEE2/ATMYB90/ATBETAFRUCT4/LHY/NA/MAP18/LCL5/ATMYB59/ESE3/LCL1/ABI5/ATEXP3/ATMYB30/RGA/ARR9/NA/PAP3/AtMYB51/NA/NA/ATTRP2/ATMYB13/TRM3/ATMYB3/UBC17/NF-YA4/PIF1/AS1/GATA21/GIS/AtMYB6/GASA5/AtMYB28/NA/NA/ATKS/ATMYB29/BAM2/RVE1/TRM13/ATM17/NA/MIF1/AtHB23/CGA1/AMY1/ARAC8/ATWRKY27",63
"GO:0048585","GO:0048585","negative regulation of response to stimulus","110/3294","367/20876",4.2906275242712e-12,9.23366553510966e-11,6.64474976361538e-11,"COR15/AHG3/ABI1/HAI1/RCA/ABI2/BBX14/KFB20/ATMAPK3/DALL3/ATLFNR2/ATWRKY33/BETA/NA/AtWAK1/AtTCP11/ATPD/ATPGIP2/NA/AIP1/ATBI-1/BBX7/ATWRKY40/MIEL1/ACO4/NA/NA/NA/BGLU26/NA/BBX22/ATCPK32/AtPUB23/ANAC002/ATSYP122/CYP71B15/NA/NA/AT-SYR1/RGA/LURP1/NA/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/NA/CYP71A13/SIB1/ARA8/ARCK1/AIF1/AIP2/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/RGLG1/NA/KFB01/GGT1/CBP60a/ATCBL2/PIF1/RHF1A/NA/ATWRKY54/EBF2/RIN4/NA/NA/ETR2/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NA/NSL1/DMR6/ZFP8/ATERF11/ATNPR3/NA/ABCG40/ATL2/SARD1/NA/AtSRT2/NA/ABA3/DGD2/ADS1/BBX1/PR-5/NA/CRK36/NA/AtRPK1/ATEDS1/ARAC8/ABR1/TCP5/NA/ANK/NA",110
"GO:0016144","GO:0016144","S-glycoside biosynthetic process","64/3294","172/20876",6.0215560864899e-12,1.24471902787837e-10,8.9572731812883e-11,"FMO/AtENODL2/CORI3/NA/XTH7/AtFBA1/PIF5/AtNPF2.13/ATIMD1/BCAT4/NA/ARATH;BSAS3;1/IMS3/ATPTPKIS1/NA/APS1/ATPGMP/CYP83A1/ATLFNR2/AIR3/NA/ATIPS1/ATGRXCP/FMO/IPMI1/IMS2/NA/SIR/ATLEUD1/NA/ATCB5-C/ATGRP-3/NA/MEX1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/BGLU26/UMAMIT12/AHA3/ATSFR2/CH-42/NA/AtHBP1/CYP79B3/CYP81F2/UGT74B1/BASS5/AtBE2/CYP79F2/AtMYB51/SDP6/NA/ATSOT17/FMO/OBP2/ATR4/PYL1/AKN2/ATGSTF11/ATLDA/AtMYB28/ATMYB29",64
"GO:0019758","GO:0019758","glycosinolate biosynthetic process","64/3294","172/20876",6.0215560864899e-12,1.24471902787837e-10,8.9572731812883e-11,"FMO/AtENODL2/CORI3/NA/XTH7/AtFBA1/PIF5/AtNPF2.13/ATIMD1/BCAT4/NA/ARATH;BSAS3;1/IMS3/ATPTPKIS1/NA/APS1/ATPGMP/CYP83A1/ATLFNR2/AIR3/NA/ATIPS1/ATGRXCP/FMO/IPMI1/IMS2/NA/SIR/ATLEUD1/NA/ATCB5-C/ATGRP-3/NA/MEX1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/BGLU26/UMAMIT12/AHA3/ATSFR2/CH-42/NA/AtHBP1/CYP79B3/CYP81F2/UGT74B1/BASS5/AtBE2/CYP79F2/AtMYB51/SDP6/NA/ATSOT17/FMO/OBP2/ATR4/PYL1/AKN2/ATGSTF11/ATLDA/AtMYB28/ATMYB29",64
"GO:0019761","GO:0019761","glucosinolate biosynthetic process","64/3294","172/20876",6.0215560864899e-12,1.24471902787837e-10,8.9572731812883e-11,"FMO/AtENODL2/CORI3/NA/XTH7/AtFBA1/PIF5/AtNPF2.13/ATIMD1/BCAT4/NA/ARATH;BSAS3;1/IMS3/ATPTPKIS1/NA/APS1/ATPGMP/CYP83A1/ATLFNR2/AIR3/NA/ATIPS1/ATGRXCP/FMO/IPMI1/IMS2/NA/SIR/ATLEUD1/NA/ATCB5-C/ATGRP-3/NA/MEX1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/BGLU26/UMAMIT12/AHA3/ATSFR2/CH-42/NA/AtHBP1/CYP79B3/CYP81F2/UGT74B1/BASS5/AtBE2/CYP79F2/AtMYB51/SDP6/NA/ATSOT17/FMO/OBP2/ATR4/PYL1/AKN2/ATGSTF11/ATLDA/AtMYB28/ATMYB29",64
"GO:0000165","GO:0000165","MAPK cascade","76/3294","221/20876",6.53347472068003e-12,1.31590881874209e-10,9.46957064778724e-11,"COR15/ABI1/RCA/BBX14/ATMAPK3/ATLFNR2/ATWRKY33/BETA/NA/AtWAK1/AtTCP11/ATPD/ATPGIP2/NA/ATBI-1/ATWRKY40/ACO4/NA/BGLU26/BBX22/ATCPK32/AtPUB23/ATSYP122/CYP71B15/NA/AT-SYR1/LURP1/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/AIF1/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/ATCBL2/RHF1A/ATWRKY54/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/ATERF11/NA/ABCG40/ATL2/SARD1/NA/NA/ABA3/AtCAF1b/NA/DGD2/PR-5/CRK36/AtRPK1/ATEDS1/TCP5/NA/ANK/NA",76
"GO:0023014","GO:0023014","signal transduction by protein phosphorylation","76/3294","221/20876",6.53347472068003e-12,1.31590881874209e-10,9.46957064778724e-11,"COR15/ABI1/RCA/BBX14/ATMAPK3/ATLFNR2/ATWRKY33/BETA/NA/AtWAK1/AtTCP11/ATPD/ATPGIP2/NA/ATBI-1/ATWRKY40/ACO4/NA/BGLU26/BBX22/ATCPK32/AtPUB23/ATSYP122/CYP71B15/NA/AT-SYR1/LURP1/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/AIF1/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/ATCBL2/RHF1A/ATWRKY54/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/ATERF11/NA/ABCG40/ATL2/SARD1/NA/NA/ABA3/AtCAF1b/NA/DGD2/PR-5/CRK36/AtRPK1/ATEDS1/TCP5/NA/ANK/NA",76
"GO:0016143","GO:0016143","S-glycoside metabolic process","72/3294","205/20876",7.46171521002366e-12,1.44720427098113e-10,1.04144017356276e-10,"FMO/AtENODL2/CORI3/PY/NA/XTH7/AtFBA1/PIF5/AtNPF2.13/ATIMD1/BCAT4/NA/ARATH;BSAS3;1/IMS3/ATPTPKIS1/NA/APS1/ATPGMP/CYP83A1/ATLFNR2/AIR3/NA/ATIPS1/ATGRXCP/AtFBA2/FMO/IPMI1/IMS2/NA/ATPD/AtNSP5/SIR/ATLEUD1/NA/ATCB5-C/ATGRP-3/NA/MEX1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/BGLU26/UMAMIT12/AHA3/ATSFR2/CH-42/NA/AtHBP1/CYP79B3/CYP81F2/UGT74B1/BASS5/AtBE2/CYP79F2/AtMYB51/SDP6/NA/ATSOT17/ARA8/FMO/IGMT1/OBP2/ATR4/PYL1/AKN2/ESP/ATGSTF11/ATLDA/CYP81F4/AtMYB28/ATMYB29",72
"GO:0019757","GO:0019757","glycosinolate metabolic process","72/3294","205/20876",7.46171521002366e-12,1.44720427098113e-10,1.04144017356276e-10,"FMO/AtENODL2/CORI3/PY/NA/XTH7/AtFBA1/PIF5/AtNPF2.13/ATIMD1/BCAT4/NA/ARATH;BSAS3;1/IMS3/ATPTPKIS1/NA/APS1/ATPGMP/CYP83A1/ATLFNR2/AIR3/NA/ATIPS1/ATGRXCP/AtFBA2/FMO/IPMI1/IMS2/NA/ATPD/AtNSP5/SIR/ATLEUD1/NA/ATCB5-C/ATGRP-3/NA/MEX1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/BGLU26/UMAMIT12/AHA3/ATSFR2/CH-42/NA/AtHBP1/CYP79B3/CYP81F2/UGT74B1/BASS5/AtBE2/CYP79F2/AtMYB51/SDP6/NA/ATSOT17/ARA8/FMO/IGMT1/OBP2/ATR4/PYL1/AKN2/ESP/ATGSTF11/ATLDA/CYP81F4/AtMYB28/ATMYB29",72
"GO:0019760","GO:0019760","glucosinolate metabolic process","72/3294","205/20876",7.46171521002366e-12,1.44720427098113e-10,1.04144017356276e-10,"FMO/AtENODL2/CORI3/PY/NA/XTH7/AtFBA1/PIF5/AtNPF2.13/ATIMD1/BCAT4/NA/ARATH;BSAS3;1/IMS3/ATPTPKIS1/NA/APS1/ATPGMP/CYP83A1/ATLFNR2/AIR3/NA/ATIPS1/ATGRXCP/AtFBA2/FMO/IPMI1/IMS2/NA/ATPD/AtNSP5/SIR/ATLEUD1/NA/ATCB5-C/ATGRP-3/NA/MEX1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/BGLU26/UMAMIT12/AHA3/ATSFR2/CH-42/NA/AtHBP1/CYP79B3/CYP81F2/UGT74B1/BASS5/AtBE2/CYP79F2/AtMYB51/SDP6/NA/ATSOT17/ARA8/FMO/IGMT1/OBP2/ATR4/PYL1/AKN2/ESP/ATGSTF11/ATLDA/CYP81F4/AtMYB28/ATMYB29",72
"GO:0009411","GO:0009411","response to UV","82/3294","247/20876",7.94199918256946e-12,1.52157081900203e-10,1.09495598486259e-10,"ELIP/GASA1/GAMMA-TIP2/KCS2/ATFLS1/EXGT-A1/DFR/A11/KAI2/DRT112/NA/UMAMIT5/ATGSTF12/ATCHS/SKU5/AtCHIL/ATMAPK3/CYP83A1/UBQ3/NA/UGT78D2/NA/NA/CER6/DREB2/ATUBC2/CYP75B1/NA/NA/ATRHM1/AXR2/AtAUX1/BBX25/KAT5/ADT5/sks4/ATPAL1/BRT1/ATFLS5/SDR1/PG2/UF3GT/DRT100/ABCB19/AT5MAT/HYH/SEP2/ATMYB12/4CL3/CBB1/NA/NA/NA/ACT2/ADT1/ACL5/UGT73C1/ANAC013/ABCI21/AtTT8/NA/NF-YA4/ATLPP1/ADT6/TUB1/AFB1/NA/LNG1/ATCBL10/AtNCS1/BAM2/4CL2/ABCB15/UGT84A1/NA/AGR/PR-5/NA/ABCB14/NA/NA/LAX3",82
"GO:0016999","GO:0016999","antibiotic metabolic process","131/3294","470/20876",1.21784386535196e-11,2.30509965357582e-10,1.65880064855803e-10,"COR15/NA/NA/RD21/GAMMA-TIP2/NA/AALP/AZI1/RCA/EARLI1/ATGSR2/LKR/AtFBA1/BBX14/DRT112/CSY3/AHB1/AOAT1/ASUS1/GOX1/ARATH;BSAS3;1/CAT2/NA/ATMAPK3/DALL3/ACL/FTM1/ATLFNR2/ATWRKY33/BETA/LBD41/NA/AtTCP11/NA/BGAL1/ATPD/ATPGIP2/NA/ATCAT3/ALDH2B/NA/NA/ATWRKY40/ACO4/NA/NA/ATCAMBP25/NA/BGLU26/BBX22/NA/NA/ATPAL1/AtPUB23/ATMDAR3/CAT1/NA/ATSYP122/NA/CYP71B15/ATRBOHD/AtPDC1/ATSUS4/NA/AT-SYR1/ATPPC3/RGA/LURP1/NA/NA/ATOST1/AtPIF4/CAD1/AtIQM1/AtSOT1/AtMYB51/NIMIN-1/AtNUDT7/CYP71A13/SIB1/ARA8/ARCK1/AIF1/AIRP1/NA/TAT/ATWRKY53/TGA3/OBP2/AtRLP33/AtRLP19/NA/ATCBL2/HAOX1/RHF1A/ATWRKY54/ATGSL03/NA/NA/RLK1/ADL1E/AtRLP32/AtBG2/ATPLC/NSL1/DMR6/ZFP8/NA/KAK/ATVPS34/ATGSTF14/ATNPR3/AtHsp70-2/ATSPL7/LPD1/ABCG40/ATL2/SARD1/NA/NA/DGD2/PR-5/CRK36/NA/DUO3/NA/ATEDS1/TCP5/NA/ANK/NA",131
"GO:0042430","GO:0042430","indole-containing compound metabolic process","57/3294","147/20876",1.24176772812602e-11,2.32240131057855e-10,1.67125130326735e-10,"GASA1/NA/AGP16/ERD6/PIF5/BCAT4/PGDH/UMAMIT5/ARATH;BSAS3;1/IMS3/NA/ATMAPK3/APS1/CYP83A1/ATWRKY33/IMS2/UGT72E1/ATGSTU20/SIR/SCPL8/ATLEUD1/ATCB5-C/ATGRP-3/AtPLT6/ATSOT18/BGLU26/NA/CYP71B7/CYP79B3/NA/UGT74E2/CYP81F2/CYP71B15/UGT74B1/NA/GH3.5/IBR1/AtIQM1/AtMYB51/CYP71A13/ATSOT17/ARA8/IGMT1/NodGS/ATPME3/ATR4/PYL1/AKN2/Prx37/AtPNC2/IOS1/cm-3/CYP81F4/CYP74B2/TAR2/AtPNC1/NA",57
"GO:0009451","GO:0009451","RNA modification","99/3294","325/20876",1.806087587875e-11,3.33807482417838e-10,2.40215240789814e-10,"NA/NA/NA/NA/NA/NA/RPL24A/NA/NA/NA/NA/ATRPS13A/NA/NA/NA/ATFBR1/RPS6/NA/At-NEET/RACK1C/NA/NA/NA/NA/ATHD2A/NA/NA/NA/NA/RACK1B/NA/NA/NA/ATBBC1/NA/NA/NA/NA/NA/NA/NA/NA/NOP56/ATHD2/EDA27/NA/RPL24/NA/NA/NA/NA/AP40/ATFIB2/NA/NA/NA/TIM8/SIG4/NA/NA/NA/RPL16A/ATPAL3/ROC2/NA/NA/NA/NA/G-H2AX/NA/NA/ATEBP1/AtRIBA3/AtTRM/NA/NA/HD2D/NA/ATLDA/ATFKBP53/DIM1A/AtCAF1a/AtCBF5/NSN1/NA/NA/NFD1/NA/NDF5/AtCAF1b/Cpn60beta4/NA/NA/NA/NA/NA/NA/TCP5/NA",99
"GO:0009694","GO:0009694","jasmonic acid metabolic process","60/3294","160/20876",1.87422092617419e-11,3.4237221802554e-10,2.46378613795725e-10,"CORI3/PLAT1/ADC2/ATLOX2/AtFBA1/PIF5/JAZ6/ACX1/AtCLA1/AOC2/JAZ9/RAP2.6/NA/AtFBA2/NA/AtMYB74/CER6/NA/ATPGIP2/AVDE1/SCPL8/CML38/NA/ATWRKY40/NA/NA/NA/AT103-1A/NA/ATMDAR3/CYP79B3/JAZ7/ANAC002/ATHPT/OPCL1/ATLOX4/ATBCB/MSL3/GATL2/TAT/JAZ2/ATR4/AtHNL/AtPNC2/JAS1/CYP94C1/ATST2A/AtERDL6/ATLOX1/PTF1/JAZ5/AOC3/JAZ8/IAA18/NA/GES/NA/NA/ILL6/DORN1",60
"GO:0010106","GO:0010106","cellular response to iron ion starvation","48/3294","116/20876",3.46056219520935e-11,6.18527495602458e-10,4.45106053989775e-10,"PIP1;4/NA/AtPIP2;1/AtNPF7.3/PIP2;5/NA/NA/RHS13/MAP18/NA/ATFLS5/ACO5/NA/NA/ATPPC3/NA/AGP22/ATPHO1/MLP329/AtZIP2/NA/NA/ATWRKY65/ATIRT1/NA/ATSBT4.12/NA/PIP2;4/PYE/BTS/ATTIP2;3/ATWRKY9/NA/NA/NA/BAT1/ZIP3/TRI/NA/NA/NA/AtNIP5;1/NA/STOP2/WDL3/AKT1/CYP705A8/CYP87A2",48
"GO:0000041","GO:0000041","transition metal ion transport","77/3294","232/20876",3.46469889325374e-11,6.18527495602458e-10,4.45106053989775e-10,"PIP1;4/NA/AtPIP2;1/ATFER1/NA/AtNPF7.3/PIP2;5/NA/NA/NA/NA/ATMHX/RHS13/ATC/MAP18/NA/ATFLS5/ACO5/NA/HRS1/ATNRAMP1/COPT2/NA/NA/ATPPC3/NA/AGP22/ATPHO1/SEL1/MLP329/AtZIP2/GAD/NA/NA/NA/ATWRKY65/ATIRT1/NA/COPT6/NA/ATSBT4.12/NA/AHL23/PIP2;4/CYP81F4/ATMLP-300B/ATHB20/AtGulLO2/ATNRAMP3/ATTIP2;3/ATNRAMP6/ATHMA8/ATWRKY9/NA/NA/NA/NA/UNE11/BAT1/ZIP3/TRI/CYP72A14/NA/NA/NA/NA/AtNIP5;1/NA/STOP2/ATMSL9/WDL3/AKT1/NA/ATTPPB/CYP705A8/CYP87A2/ABCG37",77
"GO:0010286","GO:0010286","heat acclimation","39/3294","84/20876",3.56728190051124e-11,6.29685378168894e-10,4.53135512850274e-10,"LEA14/LTI30/AtCOR47/ERD7/ATEBP/NA/NA/ATWRKY33/ERD14/ANAC019/DREB2/BTI2/ATFP6/NA/NA/NA/NA/NA/AtERF48/ATSKP2;2/AT-HSP17.6A/NA/HSP18.2/WRKY26/AIRP1/RHA3B/CYP71B2/HSA32/AtPNC2/VPS20.1/CYP81D8/DREB2/NA/HSP21/GASA5/NA/NA/anac046/NA",39
"GO:0006826","GO:0006826","iron ion transport","49/3294","120/20876",3.84253321573624e-11,6.70735520213515e-10,4.82676102187219e-10,"PIP1;4/NA/AtPIP2;1/ATFER1/AtNPF7.3/PIP2;5/NA/NA/ATMHX/RHS13/MAP18/NA/ATFLS5/ACO5/NA/ATNRAMP1/NA/ATPPC3/NA/AGP22/ATPHO1/MLP329/AtZIP2/NA/NA/ATWRKY65/ATIRT1/NA/ATSBT4.12/NA/PIP2;4/ATTIP2;3/ATWRKY9/NA/NA/NA/BAT1/ZIP3/TRI/NA/NA/NA/AtNIP5;1/NA/STOP2/WDL3/AKT1/CYP705A8/CYP87A2",49
"GO:0009269","GO:0009269","response to desiccation","24/3294","38/20876",5.22677570460168e-11,9.02336772739477e-10,6.49341481404535e-10,"LEA14/ATCOR413-PM1/ATRD22/COR78/ANN1/ATP5CS/AtCLO3/COR413-TM1/ALDH7B4/ERD10/ATHVA22D/RD2/RD19/ATLOX2/ATCML9/AtPIP2;1/ERD14/XTH6/ATGRP-3/AXR2/ATCSP2/ATHVA22E/ATHVA22A/ATPLC",24
"GO:1901659","GO:1901659","glycosyl compound biosynthetic process","64/3294","181/20876",7.71393334206468e-11,1.31723796525909e-09,9.47913547983691e-10,"FMO/AtENODL2/CORI3/NA/XTH7/AtFBA1/PIF5/AtNPF2.13/ATIMD1/BCAT4/NA/ARATH;BSAS3;1/IMS3/ATPTPKIS1/NA/APS1/ATPGMP/CYP83A1/ATLFNR2/AIR3/NA/ATIPS1/ATGRXCP/FMO/IPMI1/IMS2/NA/SIR/ATLEUD1/NA/ATCB5-C/ATGRP-3/NA/MEX1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/BGLU26/UMAMIT12/AHA3/ATSFR2/CH-42/NA/AtHBP1/CYP79B3/CYP81F2/UGT74B1/BASS5/AtBE2/CYP79F2/AtMYB51/SDP6/NA/ATSOT17/FMO/OBP2/ATR4/PYL1/AKN2/ATGSTF11/ATLDA/AtMYB28/ATMYB29",64
"GO:0009612","GO:0009612","response to mechanical stimulus","32/3294","63/20876",1.08217724949818e-10,1.82806500963618e-09,1.31551597731868e-09,"ATCAL4/EXGT-A1/ATCML9/TCH4/NA/(AT)SRC2/ATSZF1/NA/ACAM-4/DIC2/CML24/ATWRKY40/AR781/EXL1/NA/NA/ACAM-1/NA/TET8/ATXT1/NA/ABF4/ACS6/AtbZIP3/AtMYB70/NA/NA/NA/AtCAF1a/ATL2/NA/ATMSL9",32
"GO:1901657","GO:1901657","glycosyl compound metabolic process","78/3294","242/20876",1.28532196961057e-10,2.1481285258066e-09,1.54584075628416e-09,"FMO/AtENODL2/CORI3/PY/NA/XTH7/AtFBA1/PIF5/AtNPF2.13/ATIMD1/BCAT4/NA/ARATH;BSAS3;1/IMS3/ATPTPKIS1/NA/APS1/ATPGMP/CYP83A1/ATLFNR2/AIR3/NA/ATIPS1/ATGRXCP/AtFBA2/FMO/IPMI1/IMS2/NA/ATPD/AtNSP5/SIR/ATLEUD1/NA/ATCB5-C/ATGRP-3/NA/MEX1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/BGLU26/UMAMIT12/AGAL1/AHA3/ATSFR2/CH-42/NA/AtHBP1/CYP79B3/CYP81F2/UF3GT/NA/UGT74B1/BASS5/AtBE2/CYP79F2/AtMYB51/SDP6/NA/ATSOT17/ARA8/FMO/IGMT1/OBP2/ATR4/PYL1/AKN2/AtHNL/ESP/ATGSTF11/AtTRM/ATLDA/CYP81F4/AtMYB28/ATMYB29/UGT76C2",78
"GO:0009850","GO:0009850","auxin metabolic process","54/3294","143/20876",1.38401650809203e-10,2.28872624653956e-09,1.64701798303694e-09,"GASA1/NA/AGP16/ERD6/PIF5/BCAT4/PGDH/UMAMIT5/ARATH;BSAS3;1/IMS3/NA/APS1/CYP83A1/IMS2/UGT72E1/ATGSTU20/SIR/SCPL8/ATLEUD1/ATCB5-C/ATGRP-3/AtPLT6/ATSOT18/BGLU26/NA/CYP71B7/CYP79B3/NA/UGT74E2/CYP71B15/UGT74B1/NA/AtPIF4/IBR1/AtIQM1/ATSOT17/NodGS/ATPME3/ATR4/PYL1/AKN2/RGLG1/Prx37/AtPNC2/IOS1/CYP74B2/AAE18/TAR2/RVE1/AtPNC1/NA/SUPER1/ILL6/YUC8",54
"GO:0009063","GO:0009063","cellular amino acid catabolic process","58/3294","161/20876",2.55024795673106e-10,4.17337452085885e-09,3.0032525279925e-09,"CORI3/GASA1/AT-POX/AGP16/GABA-T/ERD6/ATLOX2/LKR/AtFBA1/PIF5/PGDH/ASN1/AtCLA1/ATMGL/NA/ALDH5F1/APS1/AtGLDP2/AtFBA2/UPM1/UGT72E1/CER6/ATGSTU20/AVDE1/SCPL8/ATATP-PRT2/ATCB5-C/ATGRP-3/AtPLT6/BGLU26/ALDH12A1/ATATP-PRT1/NA/CYP71B7/CYP79B3/NA/ATHPT/UGT74B1/NA/AtFAH/AtIQM1/NA/ATSOT17/NodGS/DELTA-OAT/ATPME3/ATR4/PYL1/ETFBETA/AKN2/THA1/AtHGO/IOS1/CYP74B2/ASPGA1/AAS/NA/ASPGB1",58
"GO:0010054","GO:0010054","trichoblast differentiation","102/3294","354/20876",3.08484686663284e-10,4.99617982214453e-09,3.59536140506096e-09,"ATNR2/GASA1/GAMMA-TIP2/EXGT-A1/DRT112/NA/UMAMIT5/ARATH;BSAS3;1/SKU5/AtPIP2;1/FLA2/CER6/BGAL1/ATPRP3/AXR2/AGP3/AtAUX1/RHS19/RALFL22/NA/NA/EXT10/ATXTH14/ASP3/ATATP-PRT1/sks4/RHS13/CPL3/AIR1/MAP18/NA/NA/NA/PG2/NA/ATXT1/NA/ABCB19/UGT74B1/GDPDL3/AGP22/PUR/NA/IBR1/ATSK21/PLD/EXT13/NA/GAD/MOP10/CBB1/NA/NA/NA/ACT2/FLA6/ADF11/ACL5/ATIRT1/NA/NA/ATPRP1/NA/IBR3/NA/ADF8/AGP14/NA/TUB1/RHS12/NA/PIP2;4/NA/LRX1/NA/AFB1/MRH6/AtXTH12/ATEXP18/LNG1/NA/ATCBL10/AtXTH13/ATEXP7/ATHKL1/JKD/ATGSTF14/NA/BAM2/RHS18/ATSPL7/AtGH9C1/NA/BAT1/ZIP3/AtG3Pp2/LRL3/AKT1/DUO3/RALFL27/AtPERK13/LAX3",102
"GO:0007568","GO:0007568","aging","56/3294","154/20876",3.42829520536013e-10,5.4957671098171e-09,3.95487545709643e-09,"COR15/COR78/COR15B/DIN10/ATSEN1/AALP/MERI-5/HAI1/RCA/AtSWEET15/LTI65/PYD4/STR18/At-NEET/ATRNS1/NA/ASP3/ATOPR1/MAP18/AtWRKY22/NA/TET8/NA/anac047/AtS40-3/SS2/SAG13/SSL5/NA/ALPHA/Rap2.6L/CAX7/ABX45/NA/ATWRKY53/DELTA-OAT/ATMYB2/NA/ANAC059/ANAC092/ESP/ATMLO12/ATCFIM-25/TET10/ACBP2/ATWRKY54/TET15/ATSRG1/TBL17/ANAC053/NA/NA/CAMTA3/PDLZ2/ALD1/NA",56
"GO:0010224","GO:0010224","response to UV-B","43/3294","104/20876",3.69928033380446e-10,5.87027212566344e-09,4.22437754227112e-09,"ELIP/ATFLS1/DFR/A11/KAI2/ATGSTF12/ATCHS/AtCHIL/ATMAPK3/UBQ3/NA/UGT78D2/NA/NA/DREB2/CYP75B1/NA/NA/ATRHM1/BBX25/KAT5/ATPAL1/ATFLS5/SDR1/UF3GT/AT5MAT/HYH/ATMYB12/4CL3/NA/NA/UGT73C1/ANAC013/ABCI21/AtTT8/ATLPP1/NA/UGT84A1/NA/PR-5/NA/NA/NA",43
"GO:0010053","GO:0010053","root epidermal cell differentiation","104/3294","365/20876",4.14847446959365e-10,6.51725339173163e-09,4.6899595582564e-09,"ATNR2/GASA1/GAMMA-TIP2/EXGT-A1/DRT112/NA/UMAMIT5/ARATH;BSAS3;1/SKU5/AtPIP2;1/FLA2/CER6/BGAL1/ATPRP3/AXR2/AGP3/AtAUX1/RHS19/RALFL22/NA/NA/EXT10/ATXTH14/ASP3/ATATP-PRT1/sks4/RHS13/CPL3/AIR1/MAP18/NA/NA/NA/PG2/NA/ATXT1/NA/ABCB19/UGT74B1/GDPDL3/AGP22/PUR/NA/IBR1/ATSK21/PLD/EXT13/NA/GAD/MOP10/CBB1/NA/NA/NA/ACT2/FLA6/ADF11/ACL5/ATIRT1/NA/NA/ATPRP1/NA/IBR3/NA/ADF8/AGP14/NA/TUB1/RHS12/NA/PIP2;4/NA/LRX1/NA/PFK3/AFB1/MRH6/AtXTH12/ATEXP18/LNG1/NA/ATCBL10/AtXTH13/ATEXP7/ATHKL1/JKD/ATGSTF14/NA/BAM2/RHS18/ATSPL7/AtGH9C1/NA/BAT1/ZIP3/AtG3Pp2/REB1/LRL3/AKT1/DUO3/RALFL27/AtPERK13/LAX3",104
"GO:0044272","GO:0044272","sulfur compound biosynthetic process","128/3294","479/20876",4.26008780837015e-10,6.6263346009401e-09,4.76845680686768e-09,"ANN1/FMO/AtENODL2/CORI3/LHCB4.2/NA/CAB4/CaS/PY/GUN4/NA/GAMMA-TIP2/NA/ACO2/ATCAO/PETE1/XTH7/ATLOX2/CP24/NA/NA/RPT2/AtFBA1/ASN2/NA/PIF5/PSAH-2/AtNPF2.13/ATIMD1/BCAT4/DRT112/AOAT1/NA/ARATH;BSAS3;1/IMS3/ACSF/ATPTPKIS1/AtCLA1/NA/MAT4/CAO/PSAN/LHCB5/ATMAPK3/AtPIP2;1/APS1/ATPGMP/CYP83A1/ATLFNR2/ATWRKY33/AIR3/ATGLX1/NA/ATIPS1/ATGRXCP/AtFBA2/PSBY/FMO/ATMSRB5/IPMI1/IMS2/ACR3/NA/CER6/AVDE1/SIR/SCPL8/ATLEUD1/NA/ATCB5-C/ATGRP-3/ATSAHH2/NA/MEX1/BLH1/GAPC-2/AtNPF6.3/BUS1/ATSOT18/THI1/BGLU26/LHCA3/UMAMIT12/ATATP-PRT1/ATCYSD2/AHA3/ATSFR2/CH-42/ATHNIR/NA/NA/AtHBP1/PSAD-1/CYP79B3/CYP81F2/CYP71B15/ATHPT/NA/UGT74B1/GH3.5/BASS5/CER2/AtBE2/CYP79F2/CBB1/AtMYB51/SDP6/CYP71A13/NA/ATSOT17/NA/FMO/NA/NA/OBP2/ATR4/PYL1/ADOF2/AKN2/ATGSTF11/ATLDA/ECT6/AtMYB28/ATMYB29/NA/LPD1/iqd9/NA",128
